Ze_hex,Zm_hex,XZero,YZero,ZZero,Xe_hex,Ye_hex,Am_hex,ASticky,KillProd
0x17,0x3F8,0,0,0,0x12,0x1F,0x000,1,0
0x03,0x382,0,0,0,0x0A,0x03,0x007,1,0
0x11,0x22D,0,0,0,0x0A,0x0C,0x000,1,0
0x11,0x3DE,0,0,0,0x0B,0x0A,0x1EF,0,0
0x1F,0x137,0,0,0,0x0E,0x0B,0x026,1,0
0x02,0x3F8,0,0,0,0x0D,0x0C,0x1FC,0,0
0x0D,0x134,0,0,0,0x09,0x06,0x026,1,0
0x1F,0x192,0,0,0,0x15,0x19,0x000,1,0
0x0F,0x11B,0,0,0,0x13,0x1F,0x000,1,0
0x1B,0x3EA,0,0,0,0x1C,0x10,0x000,1,0
0x11,0x1A2,0,0,0,0x00,0x0A,0x000,1,0
0x1D,0x37B,0,0,0,0x03,0x1F,0x037,1,0
0x14,0x30B,0,0,0,0x05,0x14,0x000,1,0
0x17,0x019,0,0,0,0x13,0x19,0x000,1,0
0x12,0x02F,0,0,0,0x18,0x17,0x017,1,0
0x0D,0x210,0,0,0,0x0C,0x13,0x000,1,0
0x1A,0x165,0,0,0,0x0D,0x01,0x000,1,0
0x17,0x243,0,0,0,0x09,0x0A,0x000,1,0
0x01,0x09C,0,0,0,0x1C,0x0B,0x000,1,0
0x17,0x31C,0,0,0,0x12,0x0E,0x031,1,0
0x01,0x009,1,0,0,0x13,0x07,0x000,1,1
0x08,0x2EE,0,0,0,0x1A,0x17,0x05D,1,0
0x06,0x13F,0,0,0,0x1E,0x05,0x000,1,0
0x1C,0x382,0,0,0,0x01,0x00,0x1C1,0,0
0x17,0x2DA,0,0,0,0x04,0x0F,0x000,1,0
0x03,0x132,1,0,0,0x02,0x11,0x000,1,1
0x1B,0x171,0,0,0,0x10,0x08,0x001,1,0
0x18,0x0D7,0,0,0,0x0B,0x1F,0x000,1,0
0x04,0x377,0,0,0,0x16,0x1A,0x000,1,0
0x01,0x0ED,0,0,0,0x03,0x17,0x000,1,0
0x1F,0x1E4,0,0,0,0x1F,0x16,0x000,1,0
0x19,0x278,0,0,0,0x0C,0x16,0x000,1,0
0x02,0x345,1,0,0,0x0D,0x1E,0x000,1,1
0x1B,0x310,0,0,1,0x0F,0x19,0x000,1,1
0x15,0x0AD,0,0,0,0x08,0x17,0x000,1,0
0x08,0x2A4,0,0,0,0x08,0x02,0x00A,1,0
0x0D,0x216,0,0,0,0x08,0x03,0x010,1,0
0x00,0x03A,0,0,0,0x00,0x13,0x000,1,0
0x15,0x3E9,0,0,1,0x0F,0x0F,0x3E9,0,1
0x1B,0x237,0,0,0,0x0D,0x19,0x000,1,0
0x14,0x3BE,0,0,0,0x07,0x06,0x1DF,0,0
0x1F,0x2CE,0,0,0,0x0A,0x1C,0x000,1,0
0x09,0x140,0,0,0,0x13,0x17,0x000,1,0
0x01,0x39A,0,0,0,0x14,0x0F,0x01C,1,0
0x18,0x34F,0,0,0,0x0D,0x1C,0x000,1,0
0x09,0x153,0,0,0,0x15,0x09,0x000,1,0
0x19,0x0F2,0,0,0,0x1C,0x02,0x000,1,0
0x03,0x058,0,0,0,0x06,0x08,0x000,1,0
0x03,0x12F,0,0,0,0x17,0x00,0x000,1,0
0x19,0x02A,0,0,0,0x05,0x10,0x000,1,0
0x0D,0x06E,0,0,0,0x03,0x03,0x06E,0,0
0x1F,0x26D,0,1,0,0x06,0x1B,0x000,1,1
0x09,0x154,0,0,0,0x0B,0x06,0x00A,1,0
0x09,0x371,0,0,0,0x0B,0x03,0x003,1,0
0x07,0x1EE,0,0,0,0x1D,0x18,0x00F,1,0
0x05,0x35D,1,0,0,0x10,0x0C,0x035,1,1
0x00,0x33B,1,0,1,0x07,0x05,0x0CE,1,1
0x07,0x070,0,0,0,0x0E,0x08,0x001,1,0
0x1F,0x3A7,0,0,1,0x07,0x04,0x074,1,1
0x06,0x307,0,0,0,0x18,0x13,0x018,1,0
0x01,0x1BF,0,0,0,0x1E,0x14,0x000,1,0
0x1E,0x1AF,0,0,0,0x0A,0x15,0x000,1,0
0x0A,0x3DA,0,0,0,0x05,0x1F,0x00F,1,0
0x14,0x268,0,0,0,0x16,0x01,0x000,1,0
0x0C,0x345,0,0,0,0x14,0x1A,0x000,1,0
0x0C,0x313,0,0,0,0x04,0x0B,0x000,1,0
0x0C,0x24B,0,0,0,0x08,0x08,0x24B,0,0
0x0D,0x1E4,0,0,0,0x03,0x08,0x000,1,0
0x04,0x12F,0,0,0,0x0F,0x0E,0x097,1,0
0x12,0x3F0,0,0,0,0x01,0x0D,0x000,1,0
0x13,0x3DF,0,0,0,0x12,0x09,0x001,1,0
0x0F,0x0F7,0,0,0,0x11,0x07,0x000,1,0
0x1F,0x31A,0,0,0,0x13,0x14,0x000,1,0
0x10,0x1D0,0,0,0,0x18,0x0C,0x000,1,0
0x1F,0x3E7,0,0,0,0x1B,0x03,0x000,1,0
0x09,0x3F9,0,0,0,0x1F,0x03,0x000,1,0
0x1D,0x002,0,0,0,0x09,0x12,0x000,1,0
0x1F,0x142,0,0,0,0x0E,0x0F,0x000,1,0
0x1F,0x0E3,0,0,0,0x0E,0x10,0x000,1,0
0x1E,0x369,0,0,0,0x00,0x15,0x000,1,0
0x17,0x0FA,0,0,0,0x19,0x08,0x000,1,0
0x07,0x1F4,0,0,0,0x17,0x0E,0x000,1,0
0x1B,0x0FA,0,0,0,0x03,0x0D,0x000,1,0
0x03,0x2EE,0,1,0,0x0F,0x18,0x000,1,1
0x00,0x111,0,0,0,0x16,0x1B,0x000,1,0
0x07,0x085,0,0,0,0x17,0x1A,0x000,1,0
0x1C,0x24D,0,0,0,0x01,0x08,0x000,1,0
0x02,0x298,0,0,0,0x1D,0x09,0x000,1,0
0x0E,0x100,0,0,0,0x12,0x14,0x000,1,0
0x13,0x081,0,1,0,0x0B,0x05,0x002,1,1
0x0F,0x1C4,0,0,0,0x16,0x18,0x000,1,0
0x14,0x198,0,0,0,0x06,0x0A,0x000,1,0
0x09,0x229,0,0,0,0x10,0x05,0x000,1,0
0x03,0x0D5,0,0,0,0x16,0x1E,0x000,1,0
0x02,0x2BC,0,0,1,0x06,0x1C,0x000,1,1
0x03,0x3A6,0,0,0,0x19,0x08,0x000,1,0
0x10,0x3C3,0,0,0,0x06,0x0F,0x000,1,0
0x10,0x0A3,1,0,0,0x11,0x06,0x000,1,1
0x02,0x053,0,0,0,0x07,0x10,0x000,1,0
0x09,0x0CA,0,0,0,0x16,0x17,0x000,1,0
0x1D,0x3A4,0,0,0,0x07,0x00,0x007,1,0
0x0C,0x21C,0,0,0,0x0F,0x10,0x000,1,0
0x0F,0x12D,0,0,0,0x19,0x06,0x000,1,0
0x0D,0x1A2,0,0,0,0x04,0x13,0x000,1,0
0x15,0x1A8,0,0,0,0x14,0x0D,0x003,1,0
0x14,0x1BA,0,0,0,0x10,0x01,0x000,1,0
0x1D,0x2B2,0,0,0,0x1B,0x03,0x000,1,0
0x1A,0x2EE,0,0,0,0x12,0x02,0x000,1,0
0x13,0x232,0,0,0,0x05,0x1E,0x004,1,0
0x11,0x1C4,0,0,0,0x17,0x14,0x038,1,0
0x05,0x1FB,0,0,0,0x1F,0x1B,0x01F,1,0
0x09,0x1C2,0,0,0,0x0C,0x16,0x000,1,0
0x01,0x1D8,0,0,0,0x00,0x15,0x000,1,0
0x06,0x3A4,0,0,0,0x0F,0x12,0x000,1,0
0x01,0x2D5,0,0,0,0x00,0x0A,0x000,1,0
0x00,0x25D,0,0,0,0x12,0x0F,0x04B,1,0
0x11,0x3A3,0,0,0,0x16,0x1D,0x000,1,0
0x06,0x15E,0,0,0,0x1A,0x15,0x00A,1,0
0x0A,0x138,0,0,0,0x08,0x0B,0x000,1,0
0x11,0x3FC,0,0,0,0x19,0x1F,0x000,1,0
0x00,0x384,0,0,0,0x1E,0x0C,0x000,1,0
0x18,0x33A,0,0,0,0x0A,0x00,0x000,1,0
0x1F,0x378,0,0,0,0x0C,0x0F,0x000,1,0
0x11,0x162,0,0,0,0x02,0x0E,0x000,1,0
0x0A,0x230,0,0,0,0x1A,0x1C,0x000,1,0
0x08,0x1F0,0,0,0,0x17,0x08,0x000,1,0
0x12,0x02A,0,0,0,0x09,0x12,0x000,1,0
0x04,0x1E7,0,0,0,0x16,0x14,0x079,1,0
0x0B,0x2B2,0,0,0,0x09,0x10,0x000,1,0
0x1E,0x0C0,0,0,0,0x12,0x1D,0x000,1,0
0x15,0x1C1,0,0,0,0x0A,0x00,0x000,1,0
0x02,0x28F,0,0,0,0x08,0x02,0x00A,1,0
0x17,0x128,0,0,0,0x19,0x0F,0x000,1,0
0x07,0x0B9,1,0,0,0x0F,0x1C,0x000,1,1
0x01,0x126,0,0,0,0x1E,0x0D,0x000,1,0
0x0F,0x03C,0,0,0,0x18,0x1F,0x000,1,0
0x13,0x280,0,0,0,0x0E,0x07,0x005,0,0
0x03,0x2B7,0,0,0,0x03,0x18,0x000,1,0
0x07,0x0BF,0,0,0,0x0F,0x17,0x000,1,0
0x0C,0x30A,0,0,0,0x0D,0x07,0x00C,1,0
0x14,0x1A8,0,0,0,0x19,0x18,0x0D4,0,0
0x17,0x367,0,0,0,0x1F,0x0F,0x000,1,0
0x01,0x272,0,0,0,0x02,0x1B,0x004,1,0
0x01,0x167,0,0,0,0x1A,0x09,0x000,1,0
0x18,0x3BF,0,0,0,0x00,0x08,0x000,1,0
0x14,0x1FC,0,0,0,0x13,0x01,0x000,1,0
0x0C,0x062,0,0,0,0x1F,0x16,0x000,1,0
0x0A,0x182,0,0,0,0x02,0x08,0x000,1,0
0x18,0x176,0,0,0,0x03,0x1E,0x00B,1,0
0x15,0x0BC,0,0,0,0x0E,0x0F,0x000,1,0
0x02,0x3D6,0,0,0,0x14,0x09,0x000,1,0
0x01,0x191,0,0,0,0x02,0x15,0x000,1,0
0x16,0x09C,0,0,0,0x0A,0x02,0x000,1,0
0x0D,0x06B,0,0,0,0x04,0x10,0x000,1,0
0x14,0x0C2,0,0,0,0x08,0x0F,0x000,1,0
0x19,0x044,0,0,0,0x0B,0x0D,0x000,1,0
0x1A,0x04A,0,0,0,0x1F,0x14,0x000,1,0
0x1A,0x0ED,0,0,0,0x1B,0x0B,0x000,1,0
0x1B,0x12B,0,0,0,0x02,0x09,0x000,1,0
0x1D,0x3A3,0,0,0,0x01,0x0C,0x000,1,0
0x0F,0x0ED,0,0,0,0x13,0x0A,0x000,1,0
0x10,0x2A9,0,0,1,0x1C,0x12,0x000,1,1
0x07,0x045,0,0,0,0x0A,0x04,0x001,1,0
0x1C,0x322,0,1,0,0x1E,0x02,0x000,1,1
